SR NO,GROUP,SYMBOL,DESCRIPTION,LP,DIGITS,Benchmark,Core Spread,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P51,P52,P53,P54,P55,P56,P57,P59,P60,P62,P63,P64,P65,P66,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99,P100,P101,P102,P103
286,USEQUITY,DOCSN, DocuSign Inc,CMC,3,0.21,0.21,0.29,0.36,0.42,0.29,0.4,0.48,0.74,0.98,1.08,0.29,1.08,0.98,0.29,0.4,0.29,1.08,0.29,0.42,0.29,0.48,0.48,0.29,1.08,1.08,0.4,0.29,0.4,0.98,0.48,0.4,0.98,0.42,0.29,0.98,0.4,0.4,0.98,0.29,0.74,0.74,0.42,0.29,0.48,0.42,0.29,0.74,0.48,0.29,0.98,0.36,1.08,0.48,0.4,0.42,0.42,0.4,0.31,0.29,0.4,0.48,0.4,0.4,0.29,0.4,1.08,0.48,0.42,0.48,0.4,0.42,1.08,0.29,0.4,0.48,1.08,0.29,0.29,0.29,0.29,0.29,0.29,0.4,0.29,0.4,0.74,0.48,1.08,0.42,0.42,0.4,0.29,0.48,0.4,0.29,0.29
287,USEQUITY,DROPVOX, Dropbox Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.04,0.09,0.16,0.27,0.38,0.48,0.04,0.48,0.38,0.03,0.09,0.04,0.48,0.04,0.05,0.04,0.16,0.16,0.04,0.48,0.48,0.09,0.04,0.09,0.38,0.16,0.09,0.38,0.02,0.04,0.38,0.09,0.09,0.38,0.04,0.27,0.27,0.05,0.04,0.16,0.05,0.04,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.04,0.09,0.16,0.09,0.09,0.04,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.04,0.09,0.16,0.48,0.03,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.04,0.16,0.09,0.04,0.04
288,USEQUITY,DTI, Digital Turbine Inc,CMC,3,0.03,0.03,0.05,0.07,0.09,0.11,0.2,0.25,0.38,0.49,0.59,0.11,0.59,0.49,0.05,0.2,0.11,0.59,0.11,0.09,0.11,0.25,0.25,0.11,0.59,0.59,0.2,0.11,0.2,0.49,0.25,0.2,0.49,0.06,0.11,0.49,0.2,0.2,0.49,0.11,0.38,0.38,0.09,0.11,0.25,0.09,0.11,0.38,0.25,0.05,0.49,0.07,0.59,0.25,0.2,0.09,0.09,0.2,0.13,0.11,0.2,0.25,0.2,0.2,0.11,0.2,0.59,0.25,0.09,0.25,0.2,0.06,0.59,0.11,0.2,0.25,0.59,0.05,0.11,0.11,0.11,0.11,0.11,0.2,0.11,0.2,0.38,0.25,0.59,0.09,0.09,0.2,0.11,0.25,0.2,0.11,0.11
289,USEQUITY,DUK, DUKE ENERGY CORP,CMC,3,0.01,0.01,0.08,0.12,0.18,0.25,0.32,0.39,0.54,0.68,0.88,0.25,0.88,0.68,0.08,0.32,0.25,0.88,0.25,0.18,0.25,0.39,0.39,0.25,0.88,0.88,0.32,0.25,0.32,0.68,0.39,0.32,0.68,0.02,0.25,0.68,0.32,0.32,0.68,0.25,0.54,0.54,0.18,0.25,0.39,0.18,0.25,0.54,0.39,0.08,0.68,0.12,0.88,0.39,0.32,0.18,0.18,0.32,0.11,0.25,0.32,0.39,0.32,0.32,0.25,0.32,0.88,0.39,0.18,0.39,0.32,0.02,0.88,0.25,0.32,0.39,0.88,0.08,0.25,0.25,0.25,0.25,0.25,0.32,0.25,0.32,0.54,0.39,0.88,0.18,0.18,0.32,0.25,0.39,0.32,0.25,0.25
290,USEQUITY,DXCM, Dexcom Inc,CMC,2,0.08,0.08,0.1,0.17,0.22,0.24,0.25,0.29,0.49,0.72,0.82,0.24,0.82,0.72,0.1,0.25,0.24,0.82,0.24,0.22,0.24,0.29,0.29,0.24,0.82,0.82,0.25,0.24,0.25,0.72,0.29,0.25,0.72,0.16,0.24,0.72,0.25,0.25,0.72,0.24,0.49,0.49,0.22,0.24,0.29,0.22,0.24,0.49,0.29,0.1,0.72,0.17,0.82,0.29,0.25,0.22,0.22,0.25,0.18,0.24,0.25,0.29,0.25,0.25,0.24,0.25,0.82,0.29,0.22,0.29,0.25,0.16,0.82,0.24,0.25,0.29,0.82,0.1,0.24,0.24,0.24,0.24,0.24,0.25,0.24,0.25,0.49,0.29,0.82,0.22,0.22,0.25,0.24,0.29,0.25,0.24,0.24
291,USEQUITY,EAGLE, Eagle Materials Inc,CMC,3,0.43,0.43,0.68,0.73,0.8,0.86,0.91,1.13,1.37,1.47,1.62,0.86,1.62,1.47,0.68,0.91,0.86,1.62,0.86,0.8,0.86,1.13,1.13,0.86,1.62,1.62,0.91,0.86,0.91,1.47,1.13,0.91,1.47,0.86,0.86,1.47,0.91,0.91,1.47,0.86,1.37,1.37,0.8,0.86,1.13,0.8,0.86,1.37,1.13,0.68,1.47,0.73,1.62,1.13,0.91,0.8,0.8,0.91,0.53,0.86,0.91,1.13,0.91,0.91,0.86,0.91,1.62,1.13,0.8,1.13,0.91,0.86,1.62,0.86,0.91,1.13,1.62,0.68,0.86,0.86,0.86,0.86,0.86,0.91,0.86,0.91,1.37,1.13,1.62,0.8,0.8,0.91,0.86,1.13,0.91,0.86,0.86
292,USEQUITY,EAT, Brinker International Inc,CMC,3,0.04,0.04,0.06,0.08,0.1,0.12,0.21,0.26,0.39,0.5,0.6,0.12,0.6,0.5,0.06,0.21,0.12,0.6,0.12,0.1,0.12,0.26,0.26,0.12,0.6,0.6,0.21,0.12,0.21,0.5,0.26,0.21,0.5,0.08,0.12,0.5,0.21,0.21,0.5,0.12,0.39,0.39,0.1,0.12,0.26,0.1,0.12,0.39,0.26,0.06,0.5,0.08,0.6,0.26,0.21,0.1,0.1,0.21,0.14,0.12,0.21,0.26,0.21,0.21,0.12,0.21,0.6,0.26,0.1,0.26,0.21,0.08,0.6,0.12,0.21,0.26,0.6,0.06,0.12,0.12,0.12,0.12,0.12,0.21,0.12,0.21,0.39,0.26,0.6,0.1,0.1,0.21,0.12,0.26,0.21,0.12,0.12
293,USEQUITY,EBAY, eBay Inc,CMC,3,0.01,0.01,0.03,0.04,0.05,0.04,0.09,0.16,0.27,0.38,0.48,0.04,0.48,0.38,0.03,0.09,0.04,0.48,0.04,0.05,0.04,0.16,0.16,0.04,0.48,0.48,0.09,0.04,0.09,0.38,0.16,0.09,0.38,0.02,0.04,0.38,0.09,0.09,0.38,0.04,0.27,0.27,0.05,0.04,0.16,0.05,0.04,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.04,0.09,0.16,0.09,0.09,0.04,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.04,0.09,0.16,0.48,0.03,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.04,0.16,0.09,0.04,0.04
294,USEQUITY,ECFNF, Ecolab Inc,CMC,3,0.21,0.21,0.29,0.36,0.42,0.29,0.4,0.48,0.74,0.98,1.08,0.29,1.08,0.98,0.29,0.4,0.29,1.08,0.29,0.42,0.29,0.48,0.48,0.29,1.08,1.08,0.4,0.29,0.4,0.98,0.48,0.4,0.98,0.42,0.29,0.98,0.4,0.4,0.98,0.29,0.74,0.74,0.42,0.29,0.48,0.42,0.29,0.74,0.48,0.29,0.98,0.36,1.08,0.48,0.4,0.42,0.42,0.4,0.31,0.29,0.4,0.48,0.4,0.4,0.29,0.4,1.08,0.48,0.42,0.48,0.4,0.42,1.08,0.29,0.4,0.48,1.08,0.29,0.29,0.29,0.29,0.29,0.29,0.4,0.29,0.4,0.74,0.48,1.08,0.42,0.42,0.4,0.29,0.48,0.4,0.29,0.29
295,USEQUITY,EDIT, Editas Medicine Inc.,CMC,3,0.1,0.1,0.15,0.18,0.2,0.23,0.28,0.33,0.45,0.6,0.7,0.23,0.7,0.6,0.15,0.28,0.23,0.7,0.23,0.2,0.23,0.33,0.33,0.23,0.7,0.7,0.28,0.23,0.28,0.6,0.33,0.28,0.6,0.2,0.23,0.6,0.28,0.28,0.6,0.23,0.45,0.45,0.2,0.23,0.33,0.2,0.23,0.45,0.33,0.15,0.6,0.18,0.7,0.33,0.28,0.2,0.2,0.28,0.2,0.23,0.28,0.33,0.28,0.28,0.23,0.28,0.7,0.33,0.2,0.33,0.28,0.2,0.7,0.23,0.28,0.33,0.7,0.15,0.23,0.23,0.23,0.23,0.23,0.28,0.23,0.28,0.45,0.33,0.7,0.2,0.2,0.28,0.23,0.33,0.28,0.23,0.23
296,USEQUITY,EH, Ehang Holdings Ltd,CMC,3,0.03,0.03,0.05,0.07,0.09,0.11,0.2,0.25,0.38,0.49,0.59,0.11,0.59,0.49,0.05,0.2,0.11,0.59,0.11,0.09,0.11,0.25,0.25,0.11,0.59,0.59,0.2,0.11,0.2,0.49,0.25,0.2,0.49,0.06,0.11,0.49,0.2,0.2,0.49,0.11,0.38,0.38,0.09,0.11,0.25,0.09,0.11,0.38,0.25,0.05,0.49,0.07,0.59,0.25,0.2,0.09,0.09,0.2,0.13,0.11,0.2,0.25,0.2,0.2,0.11,0.2,0.59,0.25,0.09,0.25,0.2,0.06,0.59,0.11,0.2,0.25,0.59,0.05,0.11,0.11,0.11,0.11,0.11,0.2,0.11,0.2,0.38,0.25,0.59,0.09,0.09,0.2,0.11,0.25,0.2,0.11,0.11
297,USEQUITY,EHTH, eHealth Inc,CMC,2,0.03,0.03,0.05,0.08,0.11,0.15,0.2,0.26,0.28,0.38,0.48,0.15,0.48,0.38,0.05,0.2,0.15,0.48,0.15,0.11,0.15,0.26,0.26,0.15,0.48,0.48,0.2,0.15,0.2,0.38,0.26,0.2,0.38,0.06,0.15,0.38,0.2,0.2,0.38,0.15,0.28,0.28,0.11,0.15,0.26,0.11,0.15,0.28,0.26,0.05,0.38,0.08,0.48,0.26,0.2,0.11,0.11,0.2,0.13,0.15,0.2,0.26,0.2,0.2,0.15,0.2,0.48,0.26,0.11,0.26,0.2,0.06,0.48,0.15,0.2,0.26,0.48,0.05,0.15,0.15,0.15,0.15,0.15,0.2,0.15,0.2,0.28,0.26,0.48,0.11,0.11,0.2,0.15,0.26,0.2,0.15,0.15
298,USEQUITY,ELASTIC, Elastic N.V.,CMC,3,0.19,0.19,0.29,0.34,0.39,0.41,0.51,0.55,0.75,0.98,1.08,0.41,1.08,0.98,0.29,0.51,0.41,1.08,0.41,0.39,0.41,0.55,0.55,0.41,1.08,1.08,0.51,0.41,0.51,0.98,0.55,0.51,0.98,0.38,0.41,0.98,0.51,0.51,0.98,0.41,0.75,0.75,0.39,0.41,0.55,0.39,0.41,0.75,0.55,0.29,0.98,0.34,1.08,0.55,0.51,0.39,0.39,0.51,0.29,0.41,0.51,0.55,0.51,0.51,0.41,0.51,1.08,0.55,0.39,0.55,0.51,0.38,1.08,0.41,0.51,0.55,1.08,0.29,0.41,0.41,0.41,0.41,0.41,0.51,0.41,0.51,0.75,0.55,1.08,0.39,0.39,0.51,0.41,0.55,0.51,0.41,0.41
299,USEQUITY,ELILILLY, Eli Lilly,CMC,3,0.04,0.04,0.08,0.1,0.12,0.08,0.17,0.22,0.35,0.46,0.56,0.08,0.56,0.46,0.08,0.17,0.08,0.56,0.08,0.12,0.08,0.22,0.22,0.08,0.56,0.56,0.17,0.08,0.17,0.46,0.22,0.17,0.46,0.08,0.08,0.46,0.17,0.17,0.46,0.08,0.35,0.35,0.12,0.08,0.22,0.12,0.08,0.35,0.22,0.08,0.46,0.1,0.56,0.22,0.17,0.12,0.12,0.17,0.14,0.08,0.17,0.22,0.17,0.17,0.08,0.17,0.56,0.22,0.12,0.22,0.17,0.08,0.56,0.08,0.17,0.22,0.56,0.08,0.08,0.08,0.08,0.08,0.08,0.17,0.08,0.17,0.35,0.22,0.56,0.12,0.12,0.17,0.08,0.22,0.17,0.08,0.08
300,USEQUITY,ENANTAPHAR, Enanta Pharmaceuticals Inc,CMC,3,0.43,0.43,0.62,0.74,0.86,0.473,0.62,0.74,0.86,1.12,1.22,0.473,1.22,1.12,0.62,0.62,0.473,1.22,0.473,0.86,0.473,0.74,0.74,0.473,1.22,1.22,0.62,0.473,0.62,1.12,0.74,0.62,1.12,0.86,0.473,1.12,0.62,0.62,1.12,0.473,0.86,0.86,0.86,0.473,0.74,0.86,0.473,0.86,0.74,0.62,1.12,0.74,1.22,0.74,0.62,0.86,0.86,0.62,0.53,0.473,0.62,0.74,0.62,0.62,0.473,0.62,1.22,0.74,0.86,0.74,0.62,0.86,1.22,0.473,0.62,0.74,1.22,0.62,0.473,0.473,0.473,0.473,0.473,0.62,0.473,0.62,0.86,0.74,1.22,0.86,0.86,0.62,0.473,0.74,0.62,0.473,0.473
301,USEQUITY,ENVX, Enovix Corp,CMC,3,0.01,0.01,0.04,0.06,0.08,0.1,0.19,0.24,0.37,0.48,0.58,0.1,0.58,0.48,0.04,0.19,0.1,0.58,0.1,0.08,0.1,0.24,0.24,0.1,0.58,0.58,0.19,0.1,0.19,0.48,0.24,0.19,0.48,0.02,0.1,0.48,0.19,0.19,0.48,0.1,0.37,0.37,0.08,0.1,0.24,0.08,0.1,0.37,0.24,0.04,0.48,0.06,0.58,0.24,0.19,0.08,0.08,0.19,0.11,0.1,0.19,0.24,0.19,0.19,0.1,0.19,0.58,0.24,0.08,0.24,0.19,0.02,0.58,0.1,0.19,0.24,0.58,0.04,0.1,0.1,0.1,0.1,0.1,0.19,0.1,0.19,0.37,0.24,0.58,0.08,0.08,0.19,0.1,0.24,0.19,0.1,0.1
302,USEQUITY,EOG, EOG Resources Inc,CMC,3,0.06,0.06,0.08,0.1,0.12,0.1,0.19,0.24,0.37,0.48,0.58,0.1,0.58,0.48,0.08,0.19,0.1,0.58,0.1,0.12,0.1,0.24,0.24,0.1,0.58,0.58,0.19,0.1,0.19,0.48,0.24,0.19,0.48,0.12,0.1,0.48,0.19,0.19,0.48,0.1,0.37,0.37,0.12,0.1,0.24,0.12,0.1,0.37,0.24,0.08,0.48,0.1,0.58,0.24,0.19,0.12,0.12,0.19,0.16,0.1,0.19,0.24,0.19,0.19,0.1,0.19,0.58,0.24,0.12,0.24,0.19,0.12,0.58,0.1,0.19,0.24,0.58,0.08,0.1,0.1,0.1,0.1,0.1,0.19,0.1,0.19,0.37,0.24,0.58,0.12,0.12,0.19,0.1,0.24,0.19,0.1,0.1
303,USEQUITY,EPAM, EPAM Systems Inc,CMC,3,0.31,0.31,0.51,0.56,0.61,0.68,0.74,0.79,1.01,1.25,1.35,0.68,1.35,1.25,0.51,0.74,0.68,1.35,0.68,0.61,0.68,0.79,0.79,0.68,1.35,1.35,0.74,0.68,0.74,1.25,0.79,0.74,1.25,0.62,0.68,1.25,0.74,0.74,1.25,0.68,1.01,1.01,0.61,0.68,0.79,0.61,0.68,1.01,0.79,0.51,1.25,0.56,1.35,0.79,0.74,0.61,0.61,0.74,0.41,0.68,0.74,0.79,0.74,0.74,0.68,0.74,1.35,0.79,0.61,0.79,0.74,0.62,1.35,0.68,0.74,0.79,1.35,0.51,0.68,0.68,0.68,0.68,0.68,0.74,0.68,0.74,1.01,0.79,1.35,0.61,0.61,0.74,0.68,0.79,0.74,0.68,0.68
304,USEQUITY,EQRX, EQRx Inc,CMC,3,0.01,0.01,0.04,0.06,0.08,0.1,0.19,0.24,0.37,0.48,0.58,0.1,0.58,0.48,0.04,0.19,0.1,0.58,0.1,0.08,0.1,0.24,0.24,0.1,0.58,0.58,0.19,0.1,0.19,0.48,0.24,0.19,0.48,0.02,0.1,0.48,0.19,0.19,0.48,0.1,0.37,0.37,0.08,0.1,0.24,0.08,0.1,0.37,0.24,0.04,0.48,0.06,0.58,0.24,0.19,0.08,0.08,0.19,0.11,0.1,0.19,0.24,0.19,0.19,0.1,0.19,0.58,0.24,0.08,0.24,0.19,0.02,0.58,0.1,0.19,0.24,0.58,0.04,0.1,0.1,0.1,0.1,0.1,0.19,0.1,0.19,0.37,0.24,0.58,0.08,0.08,0.19,0.1,0.24,0.19,0.1,0.1
305,USEQUITY,EQT, EQT corporation,CMC,3,0.01,0.01,0.02,0.03,0.04,0.06,0.1,0.17,0.28,0.39,0.49,0.06,0.49,0.39,0.02,0.1,0.06,0.49,0.06,0.04,0.06,0.17,0.17,0.06,0.49,0.49,0.1,0.06,0.1,0.39,0.17,0.1,0.39,0.02,0.06,0.39,0.1,0.1,0.39,0.06,0.28,0.28,0.04,0.06,0.17,0.04,0.06,0.28,0.17,0.02,0.39,0.03,0.49,0.17,0.1,0.04,0.04,0.1,0.11,0.06,0.1,0.17,0.1,0.1,0.06,0.1,0.49,0.17,0.04,0.17,0.1,0.02,0.49,0.06,0.1,0.17,0.49,0.02,0.06,0.06,0.06,0.06,0.06,0.1,0.06,0.1,0.28,0.17,0.49,0.04,0.04,0.1,0.06,0.17,0.1,0.06,0.06
306,USEQUITY,EQUI, Equinix Inc,CMC,2,0.77,0.77,1.05,1.29,1.54,0.85,1.05,1.29,1.54,1.66,1.76,0.85,1.76,1.66,1.05,1.05,0.85,1.76,0.85,1.54,0.85,1.29,1.29,0.85,1.76,1.76,1.05,0.85,1.05,1.66,1.29,1.05,1.66,1.54,0.85,1.66,1.05,1.05,1.66,0.85,1.54,1.54,1.54,0.85,1.29,1.54,0.85,1.54,1.29,1.05,1.66,1.29,1.76,1.29,1.05,1.54,1.54,1.05,0.87,0.85,1.05,1.29,1.05,1.05,0.85,1.05,1.76,1.29,1.54,1.29,1.05,1.54,1.76,0.85,1.05,1.29,1.76,1.05,0.85,0.85,0.85,0.85,0.85,1.05,0.85,1.05,1.54,1.29,1.76,1.54,1.54,1.05,0.85,1.29,1.05,0.85,0.85
307,USEQUITY,ERICSSON, Ericsson,CMC,3,0.01,0.01,0.03,0.04,0.05,0.04,0.09,0.16,0.27,0.38,0.48,0.04,0.48,0.38,0.03,0.09,0.04,0.48,0.04,0.05,0.04,0.16,0.16,0.04,0.48,0.48,0.09,0.04,0.09,0.38,0.16,0.09,0.38,0.02,0.04,0.38,0.09,0.09,0.38,0.04,0.27,0.27,0.05,0.04,0.16,0.05,0.04,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.04,0.09,0.16,0.09,0.09,0.04,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.04,0.09,0.16,0.48,0.03,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.04,0.16,0.09,0.04,0.04
308,USEQUITY,ESPEDIA, Expedia Inc,CMC,3,0.14,0.14,0.19,0.23,0.28,0.21,0.31,0.35,0.55,0.78,0.88,0.21,0.88,0.78,0.19,0.31,0.21,0.88,0.21,0.28,0.21,0.35,0.35,0.21,0.88,0.88,0.31,0.21,0.31,0.78,0.35,0.31,0.78,0.28,0.21,0.78,0.31,0.31,0.78,0.21,0.55,0.55,0.28,0.21,0.35,0.28,0.21,0.55,0.35,0.19,0.78,0.23,0.88,0.35,0.31,0.28,0.28,0.31,0.24,0.21,0.31,0.35,0.31,0.31,0.21,0.31,0.88,0.35,0.28,0.35,0.31,0.28,0.88,0.21,0.31,0.35,0.88,0.19,0.21,0.21,0.21,0.21,0.21,0.31,0.21,0.31,0.55,0.35,0.88,0.28,0.28,0.31,0.21,0.35,0.31,0.21,0.21
309,USEQUITY,ESTEE, Estee Lauder,CMC,3,0.29,0.29,0.4,0.5,0.58,0.39,0.45,0.5,0.72,0.96,1.06,0.39,1.06,0.96,0.4,0.45,0.39,1.06,0.39,0.58,0.39,0.5,0.5,0.39,1.06,1.06,0.45,0.39,0.45,0.96,0.5,0.45,0.96,0.58,0.39,0.96,0.45,0.45,0.96,0.39,0.72,0.72,0.58,0.39,0.5,0.58,0.39,0.72,0.5,0.4,0.96,0.5,1.06,0.5,0.45,0.58,0.58,0.45,0.39,0.39,0.45,0.5,0.45,0.45,0.39,0.45,1.06,0.5,0.58,0.5,0.45,0.58,1.06,0.39,0.45,0.5,1.06,0.4,0.39,0.39,0.39,0.39,0.39,0.45,0.39,0.45,0.72,0.5,1.06,0.58,0.58,0.45,0.39,0.5,0.45,0.39,0.39
310,USEQUITY,ESTSY, Etsy Inc,CMC,2,0.23,0.23,0.33,0.4,0.46,0.31,0.42,0.5,0.76,1,1.1,0.31,1.1,1,0.33,0.42,0.31,1.1,0.31,0.46,0.31,0.5,0.5,0.31,1.1,1.1,0.42,0.31,0.42,1,0.5,0.42,1,0.46,0.31,1,0.42,0.42,1,0.31,0.76,0.76,0.46,0.31,0.5,0.46,0.31,0.76,0.5,0.33,1,0.4,1.1,0.5,0.42,0.46,0.46,0.42,0.33,0.31,0.42,0.5,0.42,0.42,0.31,0.42,1.1,0.5,0.46,0.5,0.42,0.46,1.1,0.31,0.42,0.5,1.1,0.33,0.31,0.31,0.31,0.31,0.31,0.42,0.31,0.42,0.76,0.5,1.1,0.46,0.46,0.42,0.31,0.5,0.42,0.31,0.31
311,USEQUITY,ET, Energy Transfer LP,CMC,3,0.01,0.01,0.03,0.04,0.05,0.07,0.09,0.16,0.27,0.38,0.48,0.07,0.48,0.38,0.03,0.09,0.07,0.48,0.07,0.05,0.07,0.16,0.16,0.07,0.48,0.48,0.09,0.07,0.09,0.38,0.16,0.09,0.38,0.02,0.07,0.38,0.09,0.09,0.38,0.07,0.27,0.27,0.05,0.07,0.16,0.05,0.07,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.07,0.09,0.16,0.09,0.09,0.07,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.07,0.09,0.16,0.48,0.03,0.07,0.07,0.07,0.07,0.07,0.09,0.07,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.07,0.16,0.09,0.07,0.07
312,USEQUITY,EWBC, East West Bancorp INC,CMC,2,0.22,0.22,0.32,0.37,0.42,0.44,0.54,0.58,0.78,1.01,1.11,0.44,1.11,1.01,0.32,0.54,0.44,1.11,0.44,0.42,0.44,0.58,0.58,0.44,1.11,1.11,0.54,0.44,0.54,1.01,0.58,0.54,1.01,0.44,0.44,1.01,0.54,0.54,1.01,0.44,0.78,0.78,0.42,0.44,0.58,0.42,0.44,0.78,0.58,0.32,1.01,0.37,1.11,0.58,0.54,0.42,0.42,0.54,0.32,0.44,0.54,0.58,0.54,0.54,0.44,0.54,1.11,0.58,0.42,0.58,0.54,0.44,1.11,0.44,0.54,0.58,1.11,0.32,0.44,0.44,0.44,0.44,0.44,0.54,0.44,0.54,0.78,0.58,1.11,0.42,0.42,0.54,0.44,0.58,0.54,0.44,0.44
313,USEQUITY,EXC, Exelon,CMC,3,0.01,0.01,0.04,0.06,0.08,0.1,0.19,0.24,0.37,0.48,0.58,0.1,0.58,0.48,0.04,0.19,0.1,0.58,0.1,0.08,0.1,0.24,0.24,0.1,0.58,0.58,0.19,0.1,0.19,0.48,0.24,0.19,0.48,0.02,0.1,0.48,0.19,0.19,0.48,0.1,0.37,0.37,0.08,0.1,0.24,0.08,0.1,0.37,0.24,0.04,0.48,0.06,0.58,0.24,0.19,0.08,0.08,0.19,0.11,0.1,0.19,0.24,0.19,0.19,0.1,0.19,0.58,0.24,0.08,0.24,0.19,0.02,0.58,0.1,0.19,0.24,0.58,0.04,0.1,0.1,0.1,0.1,0.1,0.19,0.1,0.19,0.37,0.24,0.58,0.08,0.08,0.19,0.1,0.24,0.19,0.1,0.1
314,USEQUITY,EXXMB, Exxon Mobil Corp,CMC,3,0.01,0.01,0.03,0.04,0.05,0.04,0.09,0.16,0.27,0.38,0.48,0.04,0.48,0.38,0.03,0.09,0.04,0.48,0.04,0.05,0.04,0.16,0.16,0.04,0.48,0.48,0.09,0.04,0.09,0.38,0.16,0.09,0.38,0.02,0.04,0.38,0.09,0.09,0.38,0.04,0.27,0.27,0.05,0.04,0.16,0.05,0.04,0.27,0.16,0.03,0.38,0.04,0.48,0.16,0.09,0.05,0.05,0.09,0.11,0.04,0.09,0.16,0.09,0.09,0.04,0.09,0.48,0.16,0.05,0.16,0.09,0.02,0.48,0.04,0.09,0.16,0.48,0.03,0.04,0.04,0.04,0.04,0.04,0.09,0.04,0.09,0.27,0.16,0.48,0.05,0.05,0.09,0.04,0.16,0.09,0.04,0.04
315,USEQUITY,F5, F5 Networks Inc,CMC,3,0.22,0.22,0.32,0.37,0.42,0.44,0.54,0.58,0.78,1.01,1.11,0.44,1.11,1.01,0.32,0.54,0.44,1.11,0.44,0.42,0.44,0.58,0.58,0.44,1.11,1.11,0.54,0.44,0.54,1.01,0.58,0.54,1.01,0.44,0.44,1.01,0.54,0.54,1.01,0.44,0.78,0.78,0.42,0.44,0.58,0.42,0.44,0.78,0.58,0.32,1.01,0.37,1.11,0.58,0.54,0.42,0.42,0.54,0.32,0.44,0.54,0.58,0.54,0.54,0.44,0.54,1.11,0.58,0.42,0.58,0.54,0.44,1.11,0.44,0.54,0.58,1.11,0.32,0.44,0.44,0.44,0.44,0.44,0.54,0.44,0.54,0.78,0.58,1.11,0.42,0.42,0.54,0.44,0.58,0.54,0.44,0.44
316,USEQUITY,FARTECH, Farfetch Ltd,CMC,3,0.05,0.05,0.08,0.1,0.12,0.09,0.18,0.23,0.36,0.47,0.57,0.09,0.57,0.47,0.08,0.18,0.09,0.57,0.09,0.12,0.09,0.23,0.23,0.09,0.57,0.57,0.18,0.09,0.18,0.47,0.23,0.18,0.47,0.1,0.09,0.47,0.18,0.18,0.47,0.09,0.36,0.36,0.12,0.09,0.23,0.12,0.09,0.36,0.23,0.08,0.47,0.1,0.57,0.23,0.18,0.12,0.12,0.18,0.15,0.09,0.18,0.23,0.18,0.18,0.09,0.18,0.57,0.23,0.12,0.23,0.18,0.1,0.57,0.09,0.18,0.23,0.57,0.08,0.09,0.09,0.09,0.09,0.09,0.18,0.09,0.18,0.36,0.23,0.57,0.12,0.12,0.18,0.09,0.23,0.18,0.09,0.09
317,USEQUITY,FAS, Direxion Daily Financial Bull 3x,IG,4,0.05,0.05,0.07,0.09,0.12,0.15,0.17,0.22,0.35,0.46,0.56,0.15,0.56,0.46,0.07,0.17,0.15,0.56,0.15,0.12,0.15,0.22,0.22,0.15,0.56,0.56,0.17,0.15,0.17,0.46,0.22,0.17,0.46,0.1,0.15,0.46,0.17,0.17,0.46,0.15,0.35,0.35,0.12,0.15,0.22,0.12,0.15,0.35,0.22,0.07,0.46,0.09,0.56,0.22,0.17,0.12,0.12,0.17,0.15,0.15,0.17,0.22,0.17,0.17,0.15,0.17,0.56,0.22,0.12,0.22,0.17,0.1,0.56,0.15,0.17,0.22,0.56,0.07,0.15,0.15,0.15,0.15,0.15,0.17,0.15,0.17,0.35,0.22,0.56,0.12,0.12,0.17,0.15,0.22,0.17,0.15,0.15
